Date,NIFTY,GOLD,USDINR,CRUDE,GSEC10Y
2022-11-15,18403.400390625,1773.800048828125,80.99199676513672,86.91999816894531,
2022-11-16,18409.650390625,1773.0,81.07140350341797,85.58999633789062,
2022-11-17,18343.900390625,1760.800048828125,81.49530029296875,81.63999938964844,
2022-11-18,18307.650390625,1751.9000244140625,81.52490234375,80.08000183105469,
2022-11-21,18159.94921875,1737.4000244140625,81.5198974609375,79.7300033569336,
2022-11-22,18244.19921875,1738.300048828125,81.72769927978516,80.94999694824219,
2022-11-23,18267.25,1744.9000244140625,81.71499633789062,77.94000244140625,
2022-11-24,18484.099609375,1744.9000244140625,81.63289642333984,77.94000244140625,
2022-11-25,18512.75,1753.300048828125,81.65540313720703,76.27999877929688,
2022-11-28,18562.75,1740.0999755859375,81.6697006225586,77.23999786376953,
2022-11-29,18618.05078125,1748.4000244140625,81.65029907226562,78.19999694824219,
2022-11-30,18758.349609375,1746.0,81.63089752197266,80.55000305175781,
2022-12-01,18812.5,1801.0999755859375,81.3052978515625,81.22000122070312,
2022-12-02,18696.099609375,1795.9000244140625,81.16220092773438,79.9800033569336,
2022-12-05,18701.05078125,1767.4000244140625,81.42250061035156,76.93000030517578,
2022-12-06,18642.75,1769.300048828125,81.89900207519531,74.25,
2022-12-07,18560.5,1785.5,82.37220001220703,72.01000213623047,
2022-12-08,18609.349609375,1788.699951171875,82.25350189208984,71.45999908447266,
2022-12-09,18496.599609375,1798.0999755859375,82.2791976928711,71.0199966430664,
2022-12-12,18497.150390625,1780.5,82.41300201416016,73.16999816894531,
2022-12-13,18608.0,1813.9000244140625,82.64469909667969,75.38999938964844,
2022-12-14,18660.30078125,1807.5,82.40249633789062,77.27999877929688,
2022-12-15,18414.900390625,1777.199951171875,82.50800323486328,76.11000061035156,
2022-12-16,18269.0,1790.0,82.85790252685547,74.29000091552734,
2022-12-19,18420.44921875,1787.699951171875,82.72599792480469,75.19000244140625,
2022-12-20,18385.30078125,1815.9000244140625,82.58190155029297,76.08999633789062,
2022-12-21,18199.099609375,1815.9000244140625,82.63690185546875,78.29000091552734,
2022-12-22,18127.349609375,1787.0,82.87860107421875,77.48999786376953,
2022-12-23,17806.80078125,1795.9000244140625,82.8749008178711,79.55999755859375,
2022-12-26,18014.599609375,1795.9000244140625,82.6041030883789,79.55999755859375,
2022-12-27,18132.30078125,1814.800048828125,82.90290069580078,79.52999877929688,
